NP size_min,NP size_max,NP size_avg,ZOI_drug,ZOI_drug_NP,NumHDonors,NumHAcceptors,NumHeteroatoms,ExactMolWt,MaxAbsPartialCharge,MinAbsPartialCharge,MinPartialCharge,"min_Incub_period, h","avg_Incub_period, h","max_Incub_period, h","growth_temp, C",biosafety_level,shape_nanorods_and_triangles,gram_p
5.0,30.0,21.0,0.0,15.0,4.0,15.0,18.0,554.046057916,0.48830378298526084,0.3521585021831789,-0.48830378298526084,24.0,36.0,48.0,37.0,2.0,0.0,1
8.0,20.0,13.5,7.0,15.0,2.0,10.0,13.0,480.12495986800013,0.5431910945404141,0.27586346921369653,-0.5431910945404141,24.0,48.0,72.0,30.0,2.0,1.0,0
8.0,20.0,13.5,7.0,15.0,4.0,15.0,18.0,554.046057916,0.48830378298526084,0.3521585021831789,-0.48830378298526084,24.0,48.0,72.0,30.0,2.0,1.0,0
8.0,20.0,13.5,7.0,15.0,4.0,15.0,18.0,554.046057916,0.48830378298526084,0.3521585021831789,-0.48830378298526084,24.0,36.0,48.0,37.0,2.0,1.0,0
8.0,20.0,13.5,7.0,15.0,8.0,12.0,12.0,477.316248716,0.3875623237582984,0.18523178500525575,-0.3875623237582984,24.0,36.0,48.0,30.0,1.0,1.0,0
8.0,20.0,13.5,7.0,15.0,6.0,15.0,16.0,822.4051232960003,0.5067356780024597,0.3121091952257162,-0.5067356780024597,8.0,16.0,24.0,30.0,2.0,1.0,0
5.0,30.0,21.0,8.0,15.0,2.0,5.0,7.0,331.13321965599994,0.4774970228339016,0.3407230786793809,-0.4774970228339016,24.0,36.0,48.0,37.0,2.0,0.0,1
14.0,42.0,28.0,10.0,15.0,2.0,5.0,7.0,331.13321965599994,0.4774970228339016,0.3407230786793809,-0.4774970228339016,24.0,36.0,48.0,37.0,2.0,0.0,1
8.0,20.0,13.5,11.0,15.0,2.0,7.0,7.0,290.13789043599996,0.492704456320783,0.22143163563823992,-0.492704456320783,24.0,36.0,48.0,37.0,2.0,1.0,1
8.0,20.0,13.5,13.0,15.0,3.0,5.0,8.0,349.10962708799997,0.4796728023655437,0.32739938470277585,-0.4796728023655437,24.0,36.0,48.0,37.0,2.0,1.0,0
14.0,42.0,28.0,14.0,15.0,2.0,5.0,7.0,285.06709358000006,0.4765377016656827,0.3530834572163571,-0.4765377016656827,24.0,36.0,48.0,37.0,2.0,0.0,1
8.0,20.0,13.5,15.0,15.0,3.0,7.0,13.0,517.1631192039998,0.4796728023655437,0.327399384702813,-0.4796728023655437,24.0,48.0,72.0,37.0,2.0,1.0,0
8.0,20.0,13.5,15.0,15.0,3.0,7.0,13.0,517.1631192039998,0.4796728023655437,0.327399384702813,-0.4796728023655437,24.0,48.0,72.0,37.0,2.0,1.0,0
8.0,20.0,13.5,15.0,15.0,2.0,7.0,7.0,290.13789043599996,0.492704456320783,0.22143163563823992,-0.492704456320783,24.0,36.0,48.0,30.0,1.0,1.0,0
8.0,20.0,13.5,15.0,15.0,8.0,12.0,12.0,477.316248716,0.3875623237582984,0.18523178500525575,-0.3875623237582984,24.0,48.0,72.0,37.0,2.0,1.0,0
8.0,20.0,13.5,15.0,15.0,5.0,14.0,14.0,733.4612412040001,0.45893658117068553,0.3111884202841215,-0.45893658117068553,24.0,36.0,48.0,37.0,2.0,1.0,1
8.0,20.0,13.5,15.0,15.0,13.0,17.0,18.0,585.2857364359998,0.3935672815103641,0.24869966342169575,-0.3935672815103641,8.0,16.0,24.0,30.0,2.0,1.0,0
8.0,20.0,13.5,15.0,15.0,4.0,15.0,18.0,554.046057916,0.48830378298526084,0.3521585021831789,-0.48830378298526084,48.0,84.0,120.0,37.0,2.0,1.0,0
8.0,20.0,13.5,15.0,15.0,8.0,12.0,12.0,477.316248716,0.3875623237582984,0.18523178500525575,-0.3875623237582984,24.0,36.0,48.0,37.0,2.0,1.0,1
8.0,20.0,13.5,15.0,15.0,2.0,12.0,15.0,477.0388841320001,1.0,0.5431928756541049,-0.5431928756541049,24.0,36.0,48.0,37.0,2.0,1.0,0
8.0,20.0,13.5,15.0,15.0,2.0,12.0,15.0,477.0388841320001,1.0,0.5431928756541049,-0.5431928756541049,48.0,84.0,120.0,37.0,2.0,1.0,0
8.0,20.0,13.5,15.0,15.0,4.0,15.0,18.0,554.046057916,0.48830378298526084,0.3521585021831789,-0.48830378298526084,24.0,48.0,72.0,37.0,2.0,1.0,0
8.0,20.0,13.5,15.0,15.0,2.0,5.0,7.0,285.06709358000006,0.4765377016656827,0.3530834572163571,-0.4765377016656827,24.0,48.0,72.0,37.0,2.0,1.0,0
8.0,20.0,13.5,15.0,15.0,1.0,5.0,8.0,372.05460970400003,1.0,0.5478320702941473,-0.5478320702941473,24.0,36.0,48.0,37.0,2.0,1.0,1
5.0,32.0,22.5,15.0,15.0,1.0,5.0,8.0,372.05460970400003,1.0,0.5478320702941473,-0.5478320702941473,48.0,84.0,120.0,37.0,2.0,0.0,0
5.0,30.0,21.0,0.0,14.0,36.0,36.0,58.0,2391.484204327999,0.390716899539832,0.24541982077068905,-0.390716899539832,24.0,36.0,48.0,37.0,2.0,0.0,0
5.0,30.0,21.0,0.0,14.0,6.0,15.0,16.0,822.4051232960003,0.5067356780024597,0.3121091952257162,-0.5067356780024597,24.0,36.0,48.0,37.0,2.0,0.0,1
5.0,30.0,21.0,0.0,14.0,6.0,15.0,16.0,822.4051232960003,0.5067356780024597,0.3121091952257162,-0.5067356780024597,48.0,84.0,120.0,37.0,2.0,0.0,0
5.0,30.0,21.0,0.0,14.0,6.0,15.0,16.0,822.4051232960003,0.5067356780024597,0.3121091952257162,-0.5067356780024597,24.0,36.0,48.0,37.0,2.0,0.0,1
14.0,42.0,28.0,0.0,14.0,19.0,25.0,35.0,1447.4301996399997,0.5078102858634143,0.33044069667051595,-0.5078102858634143,24.0,36.0,48.0,37.0,2.0,0.0,1
8.0,20.0,13.5,7.0,14.0,3.0,5.0,8.0,347.0939770240001,0.4765611911664806,0.35211488068006896,-0.4765611911664806,24.0,36.0,48.0,37.0,2.0,1.0,0
8.0,20.0,13.5,7.0,14.0,12.0,17.0,18.0,923.4878498760002,0.4808829835167391,0.31130434485135705,-0.4808829835167391,48.0,84.0,120.0,37.0,2.0,1.0,0
5.0,32.0,22.5,7.5,14.0,6.0,15.0,16.0,822.4051232960003,0.5067356780024597,0.3121091952257162,-0.5067356780024597,24.0,36.0,48.0,37.0,2.0,0.0,1
8.0,20.0,13.5,10.0,14.0,2.0,5.0,7.0,331.13321965599994,0.4774970228339016,0.3407230786793809,-0.4774970228339016,0.16,7.08,14.0,30.0,1.0,1.0,1
5.0,32.0,22.5,10.0,14.0,2.0,5.0,7.0,331.13321965599994,0.4774970228339016,0.3407230786793809,-0.4774970228339016,24.0,36.0,48.0,37.0,2.0,0.0,1
8.0,20.0,13.5,11.0,14.0,2.0,5.0,7.0,331.13321965599994,0.4774970228339016,0.3407230786793809,-0.4774970228339016,8.0,16.0,24.0,30.0,2.0,1.0,0
8.0,20.0,13.5,12.0,14.0,2.0,5.0,7.0,331.13321965599994,0.4774970228339016,0.3407230786793809,-0.4774970228339016,24.0,36.0,48.0,37.0,2.0,1.0,0
8.0,20.0,13.5,13.0,14.0,19.0,25.0,35.0,1447.4301996399997,0.5078102858634143,0.33044069667051595,-0.5078102858634143,8.0,16.0,24.0,30.0,2.0,1.0,0
8.0,20.0,13.5,14.0,14.0,1.0,5.0,8.0,372.05460970400003,1.0,0.5478320702941473,-0.5478320702941473,12.0,42.0,72.0,30.0,2.0,1.0,0
8.0,20.0,13.5,14.0,14.0,5.0,14.0,14.0,733.4612412040001,0.45893658117068553,0.3111884202841215,-0.45893658117068553,0.16,7.08,14.0,30.0,1.0,1.0,1
8.0,20.0,13.5,14.0,14.0,1.0,4.0,5.0,232.084792244,0.477497012873671,0.340724876931317,-0.477497012873671,168.0,252.0,336.0,37.0,2.0,1.0,0
8.0,20.0,13.5,14.0,14.0,4.0,6.0,9.0,365.104541708,0.5079666252286738,0.32739938470277585,-0.5079666252286738,24.0,36.0,48.0,30.0,2.0,1.0,0
8.0,20.0,13.5,14.0,14.0,1.0,4.0,5.0,232.084792244,0.477497012873671,0.340724876931317,-0.477497012873671,24.0,48.0,72.0,37.0,2.0,1.0,0
8.0,20.0,13.5,14.0,14.0,3.0,7.0,13.0,517.1631192039998,0.4796728023655437,0.327399384702813,-0.4796728023655437,24.0,48.0,72.0,37.0,2.0,1.0,0
5.0,30.0,21.0,0.0,13.0,36.0,36.0,58.0,2391.484204327999,0.390716899539832,0.24541982077068905,-0.390716899539832,24.0,48.0,72.0,37.0,2.0,0.0,0
5.0,30.0,21.0,0.0,13.0,8.0,12.0,12.0,477.316248716,0.3875623237582984,0.18523178500525575,-0.3875623237582984,24.0,36.0,48.0,37.0,2.0,0.0,0
5.0,30.0,21.0,0.0,13.0,3.0,5.0,8.0,349.10962708799997,0.4796728023655437,0.32739938470277585,-0.4796728023655437,24.0,36.0,48.0,37.0,2.0,0.0,0
5.0,30.0,21.0,0.0,13.0,3.0,5.0,8.0,349.10962708799997,0.4796728023655437,0.32739938470277585,-0.4796728023655437,4.0,10.0,16.0,30.0,2.0,0.0,1
5.0,30.0,21.0,0.0,13.0,4.0,15.0,18.0,554.046057916,0.48830378298526084,0.3521585021831789,-0.48830378298526084,24.0,36.0,48.0,37.0,2.0,0.0,1
5.0,30.0,21.0,0.0,13.0,2.0,5.0,7.0,285.06709358000006,0.4765377016656827,0.3530834572163571,-0.4765377016656827,240.0,288.0,336.0,30.0,1.0,0.0,1
5.0,30.0,21.0,0.0,13.0,1.0,4.0,5.0,232.084792244,0.477497012873671,0.340724876931317,-0.477497012873671,48.0,84.0,120.0,37.0,2.0,0.0,0
5.0,30.0,21.0,0.0,13.0,1.0,5.0,8.0,372.05460970400003,1.0,0.5478320702941473,-0.5478320702941473,48.0,84.0,120.0,37.0,2.0,0.0,0
5.0,32.0,22.5,0.0,13.0,36.0,36.0,58.0,2391.484204327999,0.390716899539832,0.24541982077068905,-0.390716899539832,24.0,36.0,48.0,37.0,2.0,0.0,1
8.0,20.0,13.5,7.0,13.0,36.0,36.0,58.0,2391.484204327999,0.390716899539832,0.24541982077068905,-0.390716899539832,24.0,48.0,72.0,37.0,2.0,1.0,0
8.0,20.0,13.5,7.0,13.0,2.0,7.0,7.0,290.13789043599996,0.492704456320783,0.22143163563823992,-0.492704456320783,168.0,252.0,336.0,37.0,2.0,1.0,0
8.0,20.0,13.5,7.0,13.0,19.0,25.0,35.0,1447.4301996399997,0.5078102858634143,0.33044069667051595,-0.5078102858634143,24.0,48.0,72.0,37.0,2.0,1.0,0
8.0,20.0,13.5,7.0,13.0,2.0,7.0,7.0,290.13789043599996,0.492704456320783,0.22143163563823992,-0.492704456320783,24.0,36.0,48.0,30.0,1.0,1.0,0
8.0,20.0,13.5,7.0,13.0,2.0,7.0,7.0,290.13789043599996,0.492704456320783,0.22143163563823992,-0.492704456320783,24.0,36.0,48.0,30.0,1.0,1.0,0
8.0,20.0,13.5,7.0,13.0,19.0,25.0,35.0,1447.4301996399997,0.5078102858634143,0.33044069667051595,-0.5078102858634143,24.0,36.0,48.0,37.0,2.0,1.0,0
8.0,20.0,13.5,7.0,13.0,2.0,7.0,7.0,290.13789043599996,0.492704456320783,0.22143163563823992,-0.492704456320783,24.0,48.0,72.0,37.0,2.0,1.0,0
8.0,20.0,13.5,7.0,13.0,2.0,7.0,7.0,290.13789043599996,0.492704456320783,0.22143163563823992,-0.492704456320783,24.0,36.0,48.0,37.0,2.0,1.0,0
8.0,20.0,13.5,7.0,13.0,19.0,25.0,35.0,1447.4301996399997,0.5078102858634143,0.33044069667051595,-0.5078102858634143,24.0,36.0,48.0,30.0,1.0,1.0,0
8.0,20.0,13.5,7.0,13.0,5.0,14.0,14.0,733.4612412040001,0.45893658117068553,0.3111884202841215,-0.45893658117068553,24.0,48.0,72.0,30.0,2.0,1.0,0
8.0,20.0,13.5,10.0,13.0,5.0,14.0,14.0,733.4612412040001,0.45893658117068553,0.3111884202841215,-0.45893658117068553,24.0,36.0,48.0,37.0,2.0,1.0,0
14.0,42.0,28.0,10.0,13.0,1.0,4.0,5.0,232.084792244,0.477497012873671,0.340724876931317,-0.477497012873671,24.0,36.0,48.0,37.0,2.0,0.0,1
8.0,20.0,13.5,11.0,13.0,1.0,4.0,5.0,232.084792244,0.477497012873671,0.340724876931317,-0.477497012873671,24.0,36.0,48.0,30.0,1.0,1.0,0
8.0,20.0,13.5,12.0,13.0,1.0,6.0,9.0,238.033819292,0.4330616376402305,0.39959224840943924,-0.39959224840943924,24.0,48.0,72.0,37.0,2.0,1.0,0
8.0,20.0,13.5,13.0,13.0,1.0,5.0,8.0,372.05460970400003,1.0,0.5478320702941473,-0.5478320702941473,24.0,48.0,72.0,30.0,2.0,1.0,0
8.0,20.0,13.5,13.0,13.0,1.0,5.0,8.0,372.05460970400003,1.0,0.5478320702941473,-0.5478320702941473,12.0,42.0,72.0,30.0,2.0,1.0,0
8.0,20.0,13.5,13.0,13.0,2.0,7.0,7.0,290.13789043599996,0.492704456320783,0.22143163563823992,-0.492704456320783,24.0,36.0,48.0,37.0,2.0,1.0,0
8.0,20.0,13.5,13.0,13.0,2.0,7.0,7.0,290.13789043599996,0.492704456320783,0.22143163563823992,-0.492704456320783,12.0,42.0,72.0,30.0,2.0,1.0,0
8.0,20.0,13.5,13.0,13.0,2.0,7.0,7.0,290.13789043599996,0.492704456320783,0.22143163563823992,-0.492704456320783,12.0,42.0,72.0,30.0,2.0,1.0,0
5.0,30.0,21.0,0.0,12.0,2.0,5.0,7.0,285.06709358000006,0.4765377016656827,0.3530834572163571,-0.4765377016656827,48.0,84.0,120.0,37.0,2.0,0.0,0
5.0,32.0,22.5,0.0,12.0,1.0,5.0,8.0,372.05460970400003,1.0,0.5478320702941473,-0.5478320702941473,24.0,48.0,72.0,30.0,2.0,0.0,0
14.0,42.0,28.0,0.0,12.0,36.0,36.0,58.0,2391.484204327999,0.390716899539832,0.24541982077068905,-0.390716899539832,24.0,36.0,48.0,37.0,2.0,0.0,1
8.0,20.0,13.5,7.0,12.0,6.0,15.0,16.0,822.4051232960003,0.5067356780024597,0.3121091952257162,-0.5067356780024597,48.0,60.0,72.0,30.0,2.0,1.0,0
8.0,20.0,13.5,7.0,12.0,6.0,15.0,16.0,822.4051232960003,0.5067356780024597,0.3121091952257162,-0.5067356780024597,24.0,48.0,72.0,37.0,2.0,1.0,0
8.0,20.0,13.5,7.0,12.0,12.0,17.0,18.0,923.4878498760002,0.4808829835167391,0.31130434485135705,-0.4808829835167391,168.0,252.0,336.0,37.0,2.0,1.0,0
8.0,20.0,13.5,7.0,12.0,11.0,15.0,15.0,484.238057972,0.3935672815104058,0.1866233369638592,-0.3935672815104058,24.0,36.0,48.0,37.0,2.0,1.0,0
8.0,20.0,13.5,7.0,12.0,6.0,15.0,16.0,822.4051232960003,0.5067356780024597,0.3121091952257162,-0.5067356780024597,24.0,48.0,72.0,30.0,2.0,1.0,0
8.0,20.0,13.5,7.0,12.0,11.0,15.0,15.0,484.238057972,0.3935672815104058,0.1866233369638592,-0.3935672815104058,12.0,42.0,72.0,30.0,2.0,1.0,0
5.0,32.0,22.5,8.0,12.0,11.0,15.0,15.0,484.238057972,0.3935672815104058,0.1866233369638592,-0.3935672815104058,24.0,48.0,72.0,37.0,2.0,0.0,0
5.0,32.0,22.5,8.0,12.0,2.0,7.0,7.0,290.13789043599996,0.492704456320783,0.22143163563823992,-0.492704456320783,48.0,84.0,120.0,37.0,2.0,0.0,0
8.0,20.0,13.5,9.0,12.0,1.0,5.0,8.0,372.05460970400003,1.0,0.5478320702941473,-0.5478320702941473,48.0,84.0,120.0,37.0,2.0,1.0,0
5.0,30.0,21.0,9.0,12.0,3.0,5.0,8.0,349.10962708799997,0.4796728023655437,0.32739938470277585,-0.4796728023655437,0.16,7.08,14.0,30.0,1.0,0.0,1
8.0,20.0,13.5,10.0,12.0,4.0,6.0,9.0,365.104541708,0.5079666252286738,0.32739938470277585,-0.5079666252286738,48.0,84.0,120.0,37.0,2.0,1.0,0
5.0,32.0,22.5,10.0,12.0,4.0,6.0,9.0,365.104541708,0.5079666252286738,0.32739938470277585,-0.5079666252286738,24.0,36.0,48.0,37.0,2.0,0.0,0
8.0,20.0,13.5,11.0,12.0,3.0,5.0,8.0,349.10962708799997,0.4796728023655437,0.32739938470277585,-0.4796728023655437,48.0,84.0,120.0,37.0,2.0,1.0,0
8.0,20.0,13.5,11.0,12.0,3.0,5.0,9.0,322.01232684400003,0.3941232075520646,0.26894513302429984,-0.3941232075520646,24.0,48.0,72.0,37.0,2.0,1.0,0
8.0,20.0,13.5,11.0,12.0,1.0,5.0,8.0,372.05460970400003,1.0,0.5478320702941473,-0.5478320702941473,12.0,42.0,72.0,30.0,2.0,1.0,0
8.0,20.0,13.5,11.0,12.0,19.0,25.0,35.0,1447.4301996399997,0.5078102858634143,0.33044069667051595,-0.5078102858634143,8.0,16.0,24.0,30.0,2.0,1.0,0
8.0,20.0,13.5,12.0,12.0,1.0,5.0,8.0,372.05460970400003,1.0,0.5478320702941473,-0.5478320702941473,24.0,36.0,48.0,30.0,1.0,1.0,0
8.0,20.0,13.5,12.0,12.0,5.0,14.0,14.0,733.4612412040001,0.45893658117068553,0.3111884202841215,-0.45893658117068553,48.0,84.0,120.0,37.0,2.0,1.0,0
8.0,20.0,13.5,12.0,12.0,1.0,4.0,5.0,232.084792244,0.477497012873671,0.340724876931317,-0.477497012873671,48.0,84.0,120.0,37.0,2.0,1.0,0
8.0,20.0,13.5,7.0,11.0,1.0,4.0,5.0,232.084792244,0.477497012873671,0.340724876931317,-0.477497012873671,2.0,7.0,12.0,30.0,2.0,1.0,0
8.0,20.0,13.5,7.0,11.0,1.0,4.0,5.0,232.084792244,0.477497012873671,0.340724876931317,-0.477497012873671,48.0,84.0,120.0,37.0,2.0,1.0,0
8.0,20.0,13.5,7.0,11.0,36.0,36.0,58.0,2391.484204327999,0.390716899539832,0.24541982077068905,-0.390716899539832,24.0,48.0,72.0,30.0,2.0,1.0,0
8.0,20.0,13.5,7.0,11.0,4.0,6.0,9.0,365.104541708,0.5079666252286738,0.32739938470277585,-0.5079666252286738,24.0,48.0,72.0,37.0,2.0,1.0,0
8.0,20.0,13.5,7.0,11.0,6.0,9.0,11.0,462.163830412,0.5096487483979377,0.25545086784354076,-0.5096487483979377,24.0,36.0,48.0,37.0,2.0,1.0,1
8.0,20.0,13.5,7.0,11.0,19.0,25.0,35.0,1447.4301996399997,0.5078102858634143,0.33044069667051595,-0.5078102858634143,24.0,36.0,48.0,37.0,2.0,1.0,0
8.0,20.0,13.5,7.0,11.0,11.0,15.0,15.0,484.238057972,0.3935672815104058,0.1866233369638592,-0.3935672815104058,24.0,48.0,72.0,37.0,2.0,1.0,0
8.0,20.0,13.5,7.0,11.0,6.0,15.0,16.0,822.4051232960003,0.5067356780024597,0.3121091952257162,-0.5067356780024597,0.16,7.08,14.0,30.0,1.0,1.0,1
8.0,20.0,13.5,7.0,11.0,6.0,15.0,16.0,822.4051232960003,0.5067356780024597,0.3121091952257162,-0.5067356780024597,24.0,36.0,48.0,30.0,1.0,1.0,0
5.0,40.0,13.0,9.0,11.0,6.0,15.0,16.0,822.4051232960003,0.5067356780024597,0.3121091952257162,-0.5067356780024597,24.0,36.0,48.0,37.0,2.0,0.0,0
5.0,40.0,18.0,9.0,11.0,5.0,14.0,14.0,733.4612412040001,0.45893658117068553,0.3111884202841215,-0.45893658117068553,24.0,48.0,72.0,37.0,2.0,0.0,0
5.0,40.0,13.0,10.0,11.0,5.0,14.0,14.0,733.4612412040001,0.45893658117068553,0.3111884202841215,-0.45893658117068553,24.0,36.0,48.0,37.0,2.0,0.0,1
5.0,40.0,13.0,10.0,11.0,1.0,4.0,5.0,232.084792244,0.477497012873671,0.340724876931317,-0.477497012873671,24.0,36.0,48.0,37.0,2.0,0.0,1
5.0,40.0,18.0,10.0,11.0,1.0,6.0,9.0,238.033819292,0.4330616376402305,0.39959224840943924,-0.39959224840943924,240.0,288.0,336.0,30.0,1.0,0.0,1
5.0,40.0,18.0,10.0,11.0,1.0,6.0,9.0,238.033819292,0.4330616376402305,0.39959224840943924,-0.39959224840943924,240.0,288.0,336.0,30.0,1.0,0.0,1
8.0,20.0,13.5,11.0,11.0,1.0,5.0,8.0,372.05460970400003,1.0,0.5478320702941473,-0.5478320702941473,240.0,288.0,336.0,30.0,1.0,1.0,1
8.0,20.0,13.5,11.0,11.0,1.0,5.0,8.0,372.05460970400003,1.0,0.5478320702941473,-0.5478320702941473,240.0,288.0,336.0,30.0,1.0,1.0,1
8.0,20.0,13.5,11.0,11.0,2.0,7.0,7.0,290.13789043599996,0.492704456320783,0.22143163563823992,-0.492704456320783,8.0,16.0,24.0,30.0,2.0,1.0,0
5.0,32.0,22.5,0.0,10.0,3.0,5.0,9.0,322.01232684400003,0.3941232075520646,0.26894513302429984,-0.3941232075520646,24.0,36.0,48.0,37.0,2.0,0.0,1
8.0,20.0,13.5,7.0,10.0,3.0,5.0,9.0,322.01232684400003,0.3941232075520646,0.26894513302429984,-0.3941232075520646,48.0,84.0,120.0,37.0,2.0,1.0,0
8.0,20.0,13.5,7.0,10.0,11.0,15.0,15.0,484.238057972,0.3935672815104058,0.1866233369638592,-0.3935672815104058,48.0,60.0,72.0,30.0,2.0,1.0,0
8.0,20.0,13.5,7.0,10.0,4.0,6.0,9.0,365.104541708,0.5079666252286738,0.32739938470277585,-0.5079666252286738,24.0,48.0,72.0,30.0,2.0,1.0,0
8.0,20.0,13.5,7.0,10.0,4.0,15.0,18.0,554.046057916,0.48830378298526084,0.3521585021831789,-0.48830378298526084,24.0,36.0,48.0,30.0,1.0,1.0,0
8.0,20.0,13.5,7.0,10.0,6.0,9.0,11.0,462.163830412,0.5096487483979377,0.25545086784354076,-0.5096487483979377,24.0,36.0,48.0,37.0,2.0,1.0,1
8.0,20.0,13.5,7.0,10.0,12.0,17.0,18.0,923.4878498760002,0.4808829835167391,0.31130434485135705,-0.4808829835167391,24.0,36.0,48.0,37.0,2.0,1.0,1
8.0,20.0,13.5,7.0,10.0,11.0,15.0,15.0,484.238057972,0.3935672815104058,0.1866233369638592,-0.3935672815104058,24.0,36.0,48.0,37.0,2.0,1.0,0
8.0,20.0,13.5,7.0,10.0,12.0,17.0,18.0,923.4878498760002,0.4808829835167391,0.31130434485135705,-0.4808829835167391,168.0,252.0,336.0,37.0,2.0,1.0,0
8.0,20.0,13.5,7.0,10.0,19.0,25.0,35.0,1447.4301996399997,0.5078102858634143,0.33044069667051595,-0.5078102858634143,24.0,36.0,48.0,37.0,2.0,1.0,0
14.0,42.0,28.0,7.0,10.0,5.0,14.0,14.0,733.4612412040001,0.45893658117068553,0.3111884202841215,-0.45893658117068553,168.0,252.0,336.0,37.0,2.0,0.0,0
8.0,20.0,13.5,8.0,10.0,4.0,6.0,9.0,365.104541708,0.5079666252286738,0.32739938470277585,-0.5079666252286738,24.0,36.0,48.0,37.0,2.0,1.0,1
5.0,40.0,13.0,9.0,10.0,4.0,6.0,9.0,365.104541708,0.5079666252286738,0.32739938470277585,-0.5079666252286738,24.0,36.0,48.0,37.0,2.0,0.0,1
5.0,40.0,13.0,9.0,10.0,4.0,6.0,9.0,365.104541708,0.5079666252286738,0.32739938470277585,-0.5079666252286738,168.0,252.0,336.0,37.0,2.0,0.0,0
5.0,40.0,18.0,9.0,10.0,3.0,5.0,9.0,322.01232684400003,0.3941232075520646,0.26894513302429984,-0.3941232075520646,24.0,36.0,48.0,37.0,2.0,0.0,1
5.0,40.0,18.0,9.0,10.0,11.0,15.0,15.0,484.238057972,0.3935672815104058,0.1866233369638592,-0.3935672815104058,24.0,36.0,48.0,37.0,2.0,0.0,1
8.0,20.0,13.5,10.0,10.0,11.0,15.0,15.0,484.238057972,0.3935672815104058,0.1866233369638592,-0.3935672815104058,24.0,36.0,48.0,37.0,2.0,1.0,1
8.0,20.0,13.5,10.0,10.0,1.0,4.0,5.0,232.084792244,0.477497012873671,0.340724876931317,-0.477497012873671,24.0,36.0,48.0,37.0,2.0,1.0,1
8.0,20.0,13.5,10.0,10.0,12.0,15.0,19.0,581.2656696879999,0.3935665288175552,0.18776334400778383,-0.3935665288175552,0.16,7.08,14.0,30.0,1.0,1.0,1
8.0,20.0,13.5,10.0,10.0,2.0,7.0,7.0,290.13789043599996,0.492704456320783,0.22143163563823992,-0.492704456320783,24.0,36.0,48.0,37.0,2.0,1.0,0
8.0,20.0,13.5,10.0,10.0,8.0,12.0,12.0,477.316248716,0.3875623237582984,0.18523178500525575,-0.3875623237582984,24.0,36.0,48.0,37.0,2.0,1.0,0
8.0,20.0,13.5,10.0,10.0,1.0,4.0,5.0,232.084792244,0.477497012873671,0.340724876931317,-0.477497012873671,24.0,36.0,48.0,37.0,2.0,1.0,0
8.0,20.0,13.5,10.0,10.0,3.0,5.0,9.0,322.01232684400003,0.3941232075520646,0.26894513302429984,-0.3941232075520646,24.0,48.0,72.0,37.0,2.0,1.0,0
5.0,32.0,22.5,0.0,9.0,3.0,5.0,9.0,322.01232684400003,0.3941232075520646,0.26894513302429984,-0.3941232075520646,24.0,36.0,48.0,37.0,2.0,0.0,0
8.0,20.0,13.5,7.0,9.0,4.0,6.0,9.0,365.104541708,0.5079666252286738,0.32739938470277585,-0.5079666252286738,48.0,84.0,120.0,37.0,2.0,1.0,0
8.0,20.0,13.5,7.0,9.0,4.0,6.0,9.0,365.104541708,0.5079666252286738,0.32739938470277585,-0.5079666252286738,24.0,36.0,48.0,37.0,2.0,1.0,1
8.0,20.0,13.5,7.0,9.0,3.0,5.0,8.0,349.10962708799997,0.4796728023655437,0.32739938470277585,-0.4796728023655437,24.0,36.0,48.0,37.0,2.0,1.0,0
8.0,20.0,13.5,7.0,9.0,3.0,5.0,9.0,322.01232684400003,0.3941232075520646,0.26894513302429984,-0.3941232075520646,168.0,252.0,336.0,37.0,2.0,1.0,0
8.0,20.0,13.5,7.0,9.0,6.0,9.0,11.0,462.163830412,0.5096487483979377,0.25545086784354076,-0.5096487483979377,24.0,48.0,72.0,30.0,2.0,1.0,0
8.0,20.0,13.5,7.0,9.0,1.0,5.0,8.0,372.05460970400003,1.0,0.5478320702941473,-0.5478320702941473,24.0,48.0,72.0,37.0,2.0,1.0,0
5.0,40.0,13.0,8.0,9.0,36.0,36.0,58.0,2391.484204327999,0.390716899539832,0.24541982077068905,-0.390716899539832,168.0,252.0,336.0,37.0,2.0,0.0,0
5.0,40.0,18.0,8.0,9.0,12.0,17.0,18.0,923.4878498760002,0.4808829835167391,0.31130434485135705,-0.4808829835167391,0.16,7.08,14.0,30.0,1.0,0.0,1
8.0,20.0,13.5,9.0,9.0,4.0,7.0,9.0,424.179870836,0.3875084408731224,0.23721736515719324,-0.3875084408731224,240.0,288.0,336.0,30.0,1.0,1.0,1
8.0,20.0,13.5,9.0,9.0,4.0,7.0,9.0,424.179870836,0.3875084408731224,0.23721736515719324,-0.3875084408731224,240.0,288.0,336.0,30.0,1.0,1.0,1
8.0,20.0,13.5,9.0,9.0,4.0,6.0,9.0,365.104541708,0.5079666252286738,0.32739938470277585,-0.5079666252286738,24.0,48.0,72.0,30.0,2.0,1.0,0
8.0,20.0,13.5,7.0,8.0,8.0,12.0,12.0,477.316248716,0.3875623237582984,0.18523178500525575,-0.3875623237582984,12.0,42.0,72.0,30.0,2.0,1.0,0
8.0,20.0,13.5,7.0,8.0,11.0,15.0,15.0,484.238057972,0.3935672815104058,0.1866233369638592,-0.3935672815104058,24.0,48.0,72.0,37.0,2.0,1.0,0
